,0,1
393,morte de mulheres nao o assassinato nao feminicidio como se essas mortes fossem uma casualidade aumento de consumo de bebidas e perda de renda sao apontados como os culpados nao os assassinos melhore t co ecizmpdgmb,Político-social
394,mortes de mulheres em casa dobram em sp durante quarentena por coronavirus,Político-social
395,mortes por coronavirus fazem manaus temer gargalo no servico funerario para os mais pobres,localização
396,mp vai apurar por que funai nao usou recursos contra coronavirus r7,saúde
397,mpf vai investigar por que funai deixou de usar recursos contra coronavirus saude estadao,saúde
398,mst enfrenta pandemia do coronavirus com a solidariedade sem terra doam mais de tres toneladas de frutas e verduras dos assentamentos em santa maria da boa vista no pernambucosaiba mais,Político-social
399,muito bom e aos que quiserem apontar abuso cuidado para nao demonstrarem a completa ignorancia sobre a nossa legislacao a internet nao pode permanecer como palco de gente criminosa de forma impune que o exemplo seja divulgado,saúde
400,muito se fala sobre cuidados para evitar levar o coronavirus para casa no caso dos catadores de residuos a preocupacao maior e inversa evitar que o virus seja levado das casas de pessoas contaminadas para ruas e aterros por meio do lixo,saúde
401,mulheres na lideranca sao o diferencial dos paises com as melhores respostas ao coronavirus,saúde
402,mulheres jovens e funcionarios publicos tambem estao entre aqueles que desaprovam a gestao do governo federal na crise da covid,Político-social
403,mundo primeira ministra da nova zelandia aceita corte no salario em solidariedade com afetados pela,Político-social
404,na alemanha maluco nao se cria gritou que coronavirus era coisa da esquerda comunista no brasil nao sei se teriamos psiquiatras em qtde suficiente pandemia negacionista alema da pandemia e internada em clinica psiquiatrica,Político-social
405,na bahia estado com 14 milhoes de habitantes apos quase 50 dias desde a primeira infeccao ha 66 internamentos por coronavirus sendo 28 em uti do total de casos notificados somente 7 36 testaram positivo 723 pessoas ha leitos sobrando a economia esta parada,saúde
406,na calada da noite sem discussao o apoiador do gov e seus asseclas aprovaram uma mp que acaba com os direitos dos trabalhadores canalhas canalhas canalhas bababacas coronavirus oms covid 19,saúde
407,na crise gerada pelo novo coronavirus a celeridade nos tramites burocraticos dos medicamentos a populacao possui enorme relevancia o projeto do dep fed general peternelli permite concessao automatica de registro aos medicamentos que ja tenham sido autorizados por outros paises,saúde
408,na mesma informacao coronavirus 3 4 das mortes estao dentro dos grupos de risco a midia segue espalhando o panico colocando tudo sob a pior perspectiva possivel o objetivo e claro,saúde
409,na semana passada publiquei sobre a primeira recem nascida do brasil a testar positivo para covid 19 estava na uti neonatal do santa joana local onde se contaminou apos nascer ontem a noticia boa a pequena rebeca recebeu alta,localização
410,na sua opiniao a quem interessa todo esse alarmismo do coronavirus,saúde
411,nao adianta postar passa logo coronavirus se voce faz parte dos que furam a quarentena,Político-social
412,nao caiam no discurso de que jair bolsonaro e donald trump forcam para a cloroquina da certo quem nao quer que de certo sao os mesmos que omitem ou banalizam a sua eficacia mas sao os primeiros a pedirem o remedio quando sao diagnosticados com o coronavirus,saúde
413,nao eh possivel que o mundo esteja errado sobre o coronavirus e sobre suas precaucoes e que o mundo todo queira derrubar um ze ninguem de um pais emergente,saúde
414,nao entendo porque ngm exagera para falar bem para o lado positivo,saúde
415,nao precisa de panico o coronavirus vai embora que ninguem vai perceber fique em casa e siga as instrucoes que vamos vencer,saúde
416,nao to com coronavirus mas em compensacao a rinite ta atacada faz 3 semanas,saúde
417,nao o coronavirus nao e uma forca democratica nem todo o mundo e afetado igual como conto na a pandemia mata negros e pobres de maneira desproporcional nos eua negros sao 32 da populacao de louisiana por exemploe 70 dos mortos fio,Político-social
418,nas contas do ministerio da saude pais tem mais pessoas curadas do que casos de coronavirus,saúde
419,nesses tempos dificeis vamos praticar mais a generosidade a precisa de vc covid19 coronavirus generosidade cureamarina ajuda zolgensma atrofiamuscularespinhal,saúde
420,no brasil 55 dos infectados pelo ccpvirusforam curados,localização
421,no ranking da infamia da era do coronavirus aras ocupara o segundo lugar 13 04 2020 uol noticias,saúde
422,no rio grande do sul a preocupacao com o coronavirus e tanta que ate cavalos estao usando mascaras tudo ideia de um reciclador para incentivar a populacao de se proteger contra a doenca borabrasil bandjornalismo,Político-social
423,no ultimo domingo o fantastico mostrou uma megaoperacao do ibama para tirar garimpeiros de terras indigenas e evitar alastramento do coronavirus hoje o governo exonerou o diretor de protecao ambiental do ibama olivaldi azevedo tirem suas proprias conclusoes,Político-social
424,nossas florestas estao em risco ha parlamentares querendo aproveitar a pandemia do coronavirus para aprovar a mp910 que entrega terras a quem mais desmata os grileiros compartilhe grilagemnao e cobre que os parlamentarem digam mp910nao acesse,Político-social
425,nosso papel e informar lembrar e ressaltar que o novo coronavirus nao causa uma gripe comum ainda nao ha remedio ou vacina a melhor solucao e o isolamento social fiqueemcasa covid19 prevencao saude setrebahia,saúde
426,noticia boa 14 026 casos de recovered no brasil deus acima de tudo fonte,saúde
427,nova york comeca a adicionar pessoas que nunca testaram positivo ao total de mortes por coronavirus,saúde
428,novos estudos apontando que a situacao do coronavirus pode se estender ate metade 2021 e normalizar so la por 2024 auehauehauehauheuaheuahe tamo muito fodido msmo,saúde
429,numero de casos graves de covid 19 e pelo menos o dobro do registrado mostra projecao coronavirus g1,saúde
430,nunca na minha vida tive que pedir a um paciente que desligasse o telefone porque estava na hora de colocar um tubo de respiracao os medicos que tratam pacientes com coronavirus tiveram que reprojetar em tempo real sua pratica de medicina e suas vidas pessoais,saúde
431,o escreve tambem sobre os riscos da covid 19 para fumantes cigarro cigarro eletronico e maconha,saúde
432,o divulga pela primeira vez o numero de pessoas recuperadas do coronavirus ate 14 04 25 262 pacientes diagnosticados p covid 191 532 obitos9 704 pacientes internados14 026 recuperados,saúde
433,o amor nos tempos do coronavirus ou a morte nos tempos do coronavirus por rita almeida,saúde
434,o audio definitivo minha priminhade oito anoscompartilhou no grupo da familia tudo o que voce precisa saber sobre o coronavirus,saúde
435,o brasil chegou a um ponto tao absurdo que entender que a quarentena e essencial para a nao propagacao do coronavirus e coisa de comunista,Político-social
436,o brasil ja registrou ate agora 1 557 novas mortes por coronavirus isto e porque e uma invencao da imprensa o numero de casos confirmados ate agora e 25 758 infectados bozogenocida capetaocorona,saúde
437,o brasil tem 14 026 pessoas que ja se curaram do coronavirus uma boa noticia em meio a tantas negativas gracas a deus,localização
438,o brasil testando menos de 10 dos casos suspeitos de coronavirus e o povo falando que a contaminacao ta diminuindo e igualzinho aquele seu tio que nunca vai no medico e fala so tem doenca quem faz exame,saúde
439,o cantor eduardo costa desafiando os pastores a exterminar o coronavirus eu sou a favor da treta ja estou avisando,saúde
440,o combate ao coronavirus nao pode parar e a luta sera longa o governo de pernambuco agiu rapido com responsabilidade transparencia e compromisso com a vida precisamos estar juntos nessa luta so assim podemos,Político-social
441,o coronavirus trouxe ao menos um fator positivo serve para mostrar aos gestores a inutilidade de certas reparticoes publicas,saúde
442,o deputado previa na metade de marco menos de 730 mortes pelo coronavirus no brasil em todo o ano de 2020 apenas nas ultimas 24 horas foi atingido 28 do projetado de vitimas fatais pelo parlamentar para todo o ano e o fato,localização
443,o diretor do foro da jfce juiz federal alcides saldanha lima participou nesta terca feira dia 14 4 de reuniao do comite de enfrentamento ao coronavirus no ceara com o governador do estado camilo santana alem,Político-social
444,o editorial do de ontem tem simplesmente o titulo lideres arriscam vidas ao minimizar o coronavirus bolsonaro e o pior isso envergonhara o gado nao so os que ja se declaram bolsonaristas da linha que segue mandetta,saúde
445,o editorial publicado ontem em criticas a lideres mundiais na crise do coronavirus e apontando bolsonaro como o pior e o que o jornal pensa a respeito do presidente do brasil,localização
446,o estado chegou ao pico de internacoes nesta terca feira 14 com mais de 2 mil pacientes diagnosticados com o,saúde
447,o estudo estava em andamento desde 2019 e era direcionado a pacientes com cancer de pulmao com a explosao da epidemia da covid 19 os pesquisadores decidiram mudar o foco e contribuir com a pesquisa mundial,saúde
448,o fato de wilson witzel e helder barbalho estarem com coronavirus significa uma das duas coisas 1 ou seus decretos imbecis de quarentena realmente nao funcionam 2 ou eles descumpriram esses decretos e deveriam ser presos,Político-social
449,o fim do isolamento social no brasil causado pela pandemia do novo coronavirus sera regional e aos poucos e o que defende a dra ludhmila hajjar ela e a convidada do poderemfoco de amanha logo depois do programa silvio santos nao perca,Político-social
450,o globo em sao paulo 15 dos internados por coronavirus nao sobrevivem a doenca mais de 2 mil pacientes com o virus ocupam leitos do estado quer dizer que a taxa de letalidade de sp e 5 vezes maior que a media mundial o que esta acontecendo doria,saúde
451,o governador do rj ao inves de ir no hospital de referencia no caso de coronavirus o hospital raul gazola vai no hospital da rede dor e sinal que nem ele acredita nas medidas imposta pelo proprio,saúde
452,o governador do rj embora infectado pelo coronavirus diz que vai continuar trabalhando seguindo as recomendacoes medicas a questao e os demais cidadaos residentes no estado tambem nao poderiam continuar trabalhando seguindo as recomendacoes medicas para evitar contagio,Político-social
453,o governador do rj witzel pegou coronavirus espero que nao queira usar cloroquina nem hidroxicloroquina e o antibiotico azitromicina ou vai dizer que agora quer experimentar a dor ensina a gemer,saúde
454,o governador witzel testou positivo para o coronavirus vamos ver o que ele vai fazer com a quarentena agora,Político-social
455,o governo de rondonia anunciou que varias pessoas que participaram de uma festa que ficou conhecida como coronafest em rondonia tiveram diagnostico confirmado para o novo coronavirus,Político-social
456,o governo do rn ciente dos prejuizos causados ao setor produtivo em razao da pandemia do novo coronavirus covid 19 resolveu reduzir para 12 a carga tributaria da base do calculo do icms incidente nas operacoes,Político-social
457,o jornalista augusto nunes comenta a decisao da justica de mandar para prisao domiciliar diversos criminosos devido a pandemia de coronavirus jr24h,Político-social
458,o ministerio da saude divulga pela primeira vez o numero de pessoas recuperadas do coronavirus 14 026 a ultima atualizacao registra 25 262 casos da doenca 1 532 mortes e 9 704 pacientes internados,saúde
459,o ministerio da saude previa inicialmente que o estagio mais agudo ocorreria entre maio e junho,saúde
460,o ministerio publico federal foi acionado pelo psol para investigar porque a funai nao executou nenhum centavos r 10 840 milhoes que receber para apoiar os indigenas em acoes de protecao e combate ao novo coronavirus,saúde
461,o ministro mandetta a cada momento muda de opiniao e diz que o pico do coronavirus vai ser mais na frente o pico da covid 19 na perspectiva do ministro esta parecendo mais com a linha do horizonte,saúde
462,o mundo esta sendo alertado sobre a catastrofe que se aproxima do brazil,saúde
463,o mundo ta acabando e tem gente ainda achando que pao e o vilao minha gente vilao e coronavirus e bolsonaro e quem votou no bolsonaro o coitado do pao e so comida mesmo,saúde
464,o novo coronavirus foi capaz de esvaziar a praca sao pedro no vaticano e ate mesmo adiar a realizacao dos jogos olimpicos mas nao teve forca para vencer a violencia domestica,saúde
465,o numero de mortos no estado do rio foi atualizado pela secretaria estadual de saude ate a manha desta quarta feira 229 pessoas haviam morrido infectadas pelo novo coronavirus ontem o balanco divulgado pelo governo contabilizava 224 mortos aumento de 5 casos apenas,saúde
466,o papel do presidente donald trump que demorou a reconhecer a gravidade do coronavirus foi decisivo para a tragedia e anotem quando a curva comecar a baixar nos estados unidos tem um certo pais tropical com grande potencial para ser o novo epicentro da pandemia,saúde
467,o perigo que vem de fora 4 cearenses vem a velorio e testaram positivo para covid19 no piaui os infectados ja retornaram para o ceara coronavirus 4 cearenses vem a velorio e testaram positivo para covid19 no piaui os infectados ja retornaram para o ceara coronavirus,localização
468,o pico da curva do mandeta para o coronavirus sera quando muda mais que previsao de tempo e as mortes felizmente diminuem no brasil pra desespero dos urubus,saúde
469,o pico seria marco abril mandetta informou dps q seria maio junho agora o ministerio da saude divulga q sera maio agosto o sistema politico podre quer manter o brasil em quarentena para continuar roubando e superfaturando contratos e obras publicas,saúde
470,o posicionamento das minhas professoras sobre a pandemia orar pra dar tudo certo ate junho pra ter tcc se voce falar nao pro coronavirus ele acaba,Político-social
471,o pres trump anunciou a suspensao do financiamento pago pelos eua p a oms ate serem concluidas as investigacoes p determinar se a oms agiu em conluio c a china p esconder do mundo a real dimensao da crise do coronavirus no inicio do ano,localização
472,o presidente donald trump esta suspendendo o financiamento da organizacao mundial da saude enquanto uma revisao e realizada para avaliar o papel da oms na ma gestao do surto de coronavirus,saúde
473,o projeto apresentado por nosso deputado estadual permite que os deputados da assembleia mineira doem suas verbas de gabinete economizadas para enfrentamento de crises como a do coronavirus,saúde
474,o que paises com melhor resposta ao coronavirus tem em comum mulheres na lideranca coronavirus liderancafeminina pararefletir paraagir praresolveragora,saúde
475,o que sera que e pior 1 pegar coronavirus 2 ter que aguentar yag quarentener biscoiteira ou 3 ver cloroquiners falando bosta constantemente,saúde
476,o senado aprovou o pl 1 194 2020 apresentado pelo senador pros al que regulamenta a doacao de excedentes de comida nao comercializada pelas empresas o objetivo e amenizar efeitos da pandemia do novo coronavirus xa0incentivando a doacao de alimentos a carentes,Político-social
477,o terror que alguns youtubers e imprensa colocaram na populacao chegou ao cumulo de corpos serem jogados na calcada de favelas sob suspeita de morte por coronavirus e ninguem ter coragem de tocar neles estao com medo de que do morto espirrar na sua cara,Político-social
478,o tocantins era o unico do estado do pais sem registro de mortes por covid 19 agora todas as unidades da federacao tem ao menos um obito causado pelo novo coronavirus,saúde
479,o trib3 e responsavel pela producao de uma proteina que pode interagir com o coronavirus em celulas epiteliais do pulmao o grupo de risco de homens idosos costuma ter uma expressao menor do gene o que explicaria o desenvolvimento de sintomas mais graves na populacao masculina,saúde
480,o uso de mascara caseira pode evitar a contaminacao pelo novo coronavirus entre pessoas proximas assintomaticas e pre sintomaticas pois oferece uma barreira contra a contaminacao por goticulas desde que associado a medidas de prevencao segue o fio,saúde
481,objetivo e incentivar a mobilidade especialmente no cenario atual ao qual devemos seguir as indicacoes da oms para conter o novo coronavirus e evitar que grandes grupos se reunam presencialmente,saúde
482,observatur ms lanca pesquisa para levantar impactos da pandemia no setor o observatorio do turismo de mato grosso do sul em parceria com a rede brasileira de observatorios de turismo desenvolveu a pesquisa de sondagem empresarial com o objetivo de,Político-social
483,oms libera imagens da cura do coronavirus,saúde
484,ontem deitei pra dormir 11 da noite fui dormir as 5 to completamente pifado num dia cheio e demorei pra dormir pura e simplesmente por preocupacao na cabeca lendo coisa de coronavirus,saúde
485,opiniao imensa maioria se cura do coronavirus sem sequelas saiba mais,saúde
486,os cientistas dos eua disseram a casa branca que nao ha indicacao que a infeccao por coronavirus gere anticorpos por isso a unica solucao para esta pandemia e a quarentena com separacao e isolamento social enquanto nao se descobre uma vacina,Político-social
487,os exames de para detectar foi infectado pela covid19 foi classificado como sigilo apos pedido da lei de acesso a informacao coronavirus,saúde
488,os integrantes do alto escalao do governo do rio de janeiro incluindo o proprio vice governador claudio castro tiveram contato direto com o governador wilson witzel que foi diagnosticado com coronavirus,Político-social
489,os politicos brasileiros serao responsaveis por milhoes de mortes no brasil sendo mais letal que o coronavirus,localização
490,osmar terra em audio para coronavirus esta despencando e momento de comemorar u200d via amado,saúde
491,pacientes com cancer e cardiacos deixam de buscar atendimento por medo da covid 19 alertam medicos,saúde
492,para a pandemia do coronavirus no brasil atingiu o pico no final de marco a realidade casos ate 31 3 5717 casos ate hoje 25262 mortes ate 31 3 201 mortes ate hoje 1532,saúde
493,para o presidente do stf restricao do direito de ir e vir a pretexto de evitar a propagacao do coronavirus sem recomendacao da anvisa e ilegal,saúde
494,parabens pela atitude alegra os herois da saude que estao na luta direta ao coronavirus aqui no brasil,localização
495,parabens sen soraya thronicke psl ms por estar a favor de usar o dinheiro do fundo eleitoral para combater o novo coronavirus covid 19 br fundaoparaasaude,saúde
496,paraisopolis adota estrutura de guerra para enfrentar coronavirus,saúde
497,parcela do auxilio emergencial pode chegar a r 1 800 por familia entenda,saúde
498,parece que gente ruim e imune ao coronavirus,saúde
499,participo agora do apresentado pelos jornalistas luis ernesto lacombe e silvia poppovic na o debate e sobre estrategias de isolamento e o combate ao coronavirus no brasil conto com a tua audiencia,localização
500,passando para lembrar que o pais que gasta 63 milhoes de reais por ano com auxilio paleto e o mesmo em que os profissionais de saude estao usando saco plastico como epi no enfrentamento do coronavirus,saúde
501,passei meus ultimos dias compilando todas as medidas normativas tomadas pelo governo bolsonaro durante a crise do coronavirus foram 161 ate hj a lista mostra os detalhes mais importantes de cada uma e link para a publicacao original atualizacao diaria,Político-social
502,pastor evangelico dos eua que desafiou regras de distanciamento social morre de covid 19 g1,saúde
503,pastor morre em ivaipora sendo a primeira vitima de,saúde
504,patriota que e patriota tem que abrir mao de tratamento contra o coronavirus porque sabe que isso e uma invencao comunista da globo e da folha de sao paulo enviem essa mensagem adiante somos o povo de deus,saúde
505,pela primeira vez o brasil ultrapassou duzentas mortes por coronavirus em apenas 24 horas esse numero ainda nao e o topo da curva e ira piorar se puder fique em casa voce pode impedir a propagacao desse virus fiqueemcasa,saúde
506,pelo menos uma boa noticia no meio de tudo isso a medica que fazia propaganda de soro da imunidade contra coronavirus no instagram vai ter q pagar multa de 18mil reais e suspensao profissional de 6 meses no conselho regional de medicina,saúde
507,pergunta essa porra de coronavirus ja matou algum politico ja matou algum ministro do stf filhos mulheres ou netos desses caras que bosta de virus e esse seria pontual,saúde
508,personagem que derrotaria o coronavirus,saúde
509,pessoal o google liberou relatorios de mobilidade urbana e dados sobre os principais setores nesse cenario de covid 19 em todos os paises do mundo divido por estados assustador ver que nos eua a circulacao em parques aumentou em ate 11 coronavirus,saúde
510,pessoal estou ao vivo na falando sobre as acoes do senado federal no combate ao coronavirus conto com a audiencia de voces,Político-social
511,petra costa quer reunir videos com depoimentos de pessoas em quarentena como cada um vive a pandemia em sua casa pronto la vai ela fazer um documentario contando que todos os brasileiros foram mortos pelo coronavirus mas foram ressuscitados pelo lula,Político-social
512,pico do coronavirus no brasil sera entre maio e junho diz mandetta faz assim a gente deixa o pico em aberto dai quanto a gente atingir o pico a gente dobra o pico dilma mandetta rousseff,saúde
513,pilantras no brasil fizeram um estudo usando uma dose 3x maior que a recomendada e concluiram que a cloroquina nao e segura para uso pois tem efeitos colaterais,saúde
514,bolsonaro e eleito o pior lider do mundo,saúde
515,pior que o ditador do turcomenistao pior que o ditador de belarus pior que o ditador da nicaragua o pior entre os piores segundo editorial do washington post propriedade do bilionario comunista jeff bezos,Político-social
516,policia apreende equipamento to de combate ao coronavirus roubado de cumbica um dos envolvidos marcos zheng disse ser ligado a camara de comercio brasil china sera e preciso investigar,localização
517,policia do parana autua youtuber por disseminar fake news sobre coronavirus,localização
518,por que nao divulga a quantidade dos que foram curados do coronavirus,saúde
519,por que a imprensa brasileira esconde estes dados sobre coronavirus ser via,Político-social
520,por que quem tem doencas respiratorias cronicas esta entre os mais vulneraveis ao coronavirus saiba quais sao os riscos coronavirus g1,saúde
521,precisamos nos cuidar nao e uma gripezinha descanse em paz tia escreveu o deputado na legenda,Político-social
522,prefeito se reunira com mp para discutir flexibilizacao do comercio samuca afirma que sempre priorizou empregos mas agora o foco e barrar coronavirus diariodovale voltaredonda samucasilva,economia
523,prefeitura continua distribuindo cestas basicas para ambulantes legais e taxistas auxiliares para retirar as cestas e preciso que o motorista leve o ciat enquanto o ambulante legal deve portar a licenca coronavirus bandnewsfm,saúde
524,prestem atencao na discrepancia do custo de hospital de campanha do governo federal e outro de santa catarina tenham por pressuposto que esses hospitais sao instalacoes provisorias e serao desmontados depois do coronavirus,saúde
525,q os defensores da oms tem a dizer agora os medicos da oms sabiam q o coronavirus era transmissivel entre humanos mas nao repassaram a informacao ao mundo nem mesmo como orientacao simplesmente ignoraram e adotaram o discurso de q nao era transmissivel,saúde
526,qual foi pateta que garantiu que o virus ja estava indo embora,saúde
527,qualquer um com um minimo de experiencia gerencial sabe que grandes e estrategicas decisoes como essa em relacao ao enfrentamento do coronavirus nunca sao simples de tomar e estao sujeitas as deficiencias humanas e como leia mais em,saúde
528,quando a historia do coronavirus for contada chamara a atencao do mundo o gesto desumano dos eua de sair da oms no meio da hecatombe,saúde
529,quando comecas a tossir sangue mas o sintoma do coronavirus e tosse seca,saúde
530,quando essa porra de coronavirus vai ser dizimada caralho,saúde
531,quarentena prolongada custara mais vidas afirma o presidente da agencia espacial israelense mas o coronavirus adverte fique em casa ta dando certo todo mundo ficando maluco doente infeliz e sem dinheiro enfim populacoes esfaceladas e prontinhas p as proximas epidemias,Político-social
532,quase meio milhao de recuperados do novo coronavirus no mundo via brasil,localização
533,que emocionante ernando piveta de 99 anos ex combatente da forca expedicionaria brasileira feb internado no hospital das forcas armadas hfa desde o comeco do mes recebeu alta da covid 19 mais uma vitoria vamos vencer o coronavirus,saúde
534,que saudade do estagio e de trabalhar acaba logo coronavirus preciso de dinheiro,saúde
535,quem poderia prever que chegaria o dia em que um governador autoritario chamado wilson witzel proibiria os cariocas de frequentarem as praias as missas os cultos o maracana as pracas e os bares o coronavirus esta sendo usado para matar algo fundamental a nossa liberdade,Político-social
536,quem vai assumir a culpa da lambanca cade os medicos de live e twitter gt,saúde
537,quer dizer que o witzel pegou o coronavirus na moral so da pra confiar se isso realmente e verdade se ele mostrar o exame esse fulano ja mentiu tanto que uma mentira a mais ou a menos nao vai fazer diferenca porque ele falaria a verdade agora e logo no dia da carreata,saúde
538,rapaz ainda e investigado por divulgar noticias falsas em grupos de whatsapp odia,saúde
539,recebi hoje varios casos de negativistas que morreram infectados por coronavirus gente que desdenhava desta epidemia fiquei pensativo como erramos tanto na educacao brasileira para nao combater tanta ignorancia vou escrever algo a respeito amanha,saúde
540,recorde de registros de obitos por pneumonia no brasil atestados de obito estao sendo dados as familias dos mortos como pneumonia mas profissionais de saude garantem ter sido por covid 19 sao muitos mortos por coronavirus do q dizem quem esta por tras desse engodo,saúde
541,resolvi fazer um fio para juntar todos os oportunistascovid num so lugar enquanto o brasil ja tem 23 430 infectados por coronavirus e 1328 mortos essas pessoas e empresas estao querendo lucrar com a crise voce tem exemplos cola aqui eu comeco,localização
542,resultados preliminares apontaram riscos a vida dos pacientes que receberam altas doses de cloroquina coronavirus,saúde
543,revista veja conseguiu audio novo do queiroz principal nome do esquema da rachadinha dos bolsonaro ele fala sobre o coronavirus e agradece com entusiasmo a um amigo misterioroso eternamente grato inclusive pelos prestimos as filhas quem sera confira o audio,saúde
544,roraima tem 39 militares da operacao acolhida infectados com coronavirus,localização
545,sao leopoldo disponibiliza testes para coronavirus em todas as unidades basicas de saude,saúde
546,se eu pegar coronavirus eu vou adorar porque dai eu acabo com tudo isso eu to louca pra morrerempresaria de campinas e um absurdo o que estao fazendo com o cidadao de bem,localização
547,se voce ainda nao colocou as contas no papel chegou o momento com as incertezas do cenario economico e necessario planejar suas financas veja como minimizar os efeitos fiqueemcasa coronavirus,saúde
548,secretario de saude do ceara preve 250 mortes por dia em fortaleza a partir de maio diz q o sistema de saude ja calapsou e com o isso a nossa taxa de mortalidade deve saltar de 5 35 pra 10 so temos 5 dias de estoque de epis para profissionais de,localização
549,segundo o lider militar americano o peso da evidencia aponta pra origem natural do coronavirus o que nao quer dizer que vai ser possivel saber sua origem com a china restringindo pesquisa e publicacao sobre isso,localização
550,seis estacoes de brt serao temporariamente fechadas por causa do coronavirus,saúde
551,seja inclusive decisiva para reverter o cenario apocaliptico previsto para as proximas semanas e mudar o curso deste rio o fato e que desde o comeco o coronavirus foi usado politicamente portanto para muitos agentes politicos tanto os que militam em partidos quanto os,saúde
552,sem aulas presenciais por conta da pandemia do coronavirus estudantes que nao tem internet em casa estao sem acesso a videoaulas e com o enem mantido para novembro muitos veem desigualdade na preparacao para as provas leia a reportagem,Político-social
553,sera que o sertanejo descobriu a existencia dessa tal vacina numa mensagem do wpp ou sera que foi uma corrente no orkut,saúde
554,sergio moro acho que nao devemos antecipar o caos porque o caos nao necessariamente vai ocorrer todas as medidas necessarias a preservacao da ordem publica e da seguranca tem sido tomadas,Político-social
555,so mesmo o corona p conseguir liberar a fab das garras de maiaantes com uma media de uma viagem a cada 2 dias hoje completa 1 mes sem usar jatinhosmas nao podemos subestimar o poder de maia em sangrar os cofres do,saúde
556,so um delirio meu ai na casa de voces tambem passou um audio de um cara falando atencao pelotas nao vamos desistir por numeros tragicos que ocorreram em outros paises quase 40 mil pessoas ja morreram contaminadas pelo coronavirus para isso nao acontecer aqui e preciso,saúde
557,sobre o debate da letalidade do h1n1 x coronavirus apresento a revisao mais consistente de trabalhos cientificos publicados sobre o assunto mostrando que a letalidade do h1n1 pode ser muito maior do que admite a oms,saúde
558,socorroooo gizelly e um mico atras do outro nao se aguentou e deu um abraco na fernanda keulla q a lembrou do coronavirus terminou o bate papo pedindo mil desculpas por ter abracado bbb20 redebbb,saúde
559,especial coronavirus episodio 39 possibilidades de tratamento tv justica oficial,saúde
560,sp luta tambem contra um virus tao letal quanto o corona o feminicidio em tempos de quarentena da pandemia de 13 de abril ate hoje 16 mulheres foram assassinadas no acumulado do ano sao 55 vitimas dentro de suas proprias casas uma vergonha nacional,Político-social
561,sp 15 dos internados por coronavirus nao sobrevivem a doenca,saúde
562,sua arminha nao mata coronavirus seu odio nao constroi uma sociedade melhor sua ignorancia faz com que a saude da coletividade seja posta em risco seu voto colocou no poder milicianos a servico do capital nossas vidas estao sob ameaca,saúde
563,tava aqui refletindo e cheguei na conclusao que coronavirus e igual macarrao velho criado na china aperfeicoado no italia,localização
564,tecnologia de apple e google que pretende alertar sobre o contagio do novo coronavirus o que se sabe ate agora tecnologia g1,saúde
565,tem algo muito errado em pernambuco um em cada 3 infectados por coronavirus e profissional da saude o n de infectados no estado e um dos mais altos do pais mesmo com tudo fechado prova de que quarentena horizontal nao funciona ou sera que falta epis nos hospitais,saúde
566,todo dia q eu encontro a tia da limpeza aqui do predio ela so conversa comigo de coronavirus ou emprestimo de banco kkkkk,saúde
567,todo mundo sabe q a hidroxicloroquina ajudou a recuperar numerosos infectados pelo coronavirus alguem ai sabe de algum infectado que tenha morrido em consequencia de efeitos colaterais do uso correto do medicamento,saúde
568,tom hanks e rita wilson doam sangue para criacao de vacina contra coronavirus,saúde
569,traumas comecei a ler uma manchete o governo quer repassar ja pensei puta que pariu la vemcontinuo a ler dinheiro da merenda para familia de alunos devido surto de coronavirusisso terminou bem melhor que eu esperava,Político-social
570,twitter de bolsonaro na berlinda,saúde
571,uergs lanca video em libras para orientar comunidade surda sobre o coronavirus,saúde
572,ufpb liberou a licenca para que interessados possam produzir em massa o equipamento que podera salvar vidas neste momento,saúde
573,um biologo cientista pesquisador que outro dia previu um milhao de mortos por coronavirus no brasil agora ta cravando que a quarentena vai ate 2022 apaporra,Político-social
574,um casal de idosos italianos sandra amp giancarlo celebrou seu aniversario de 50 anos em terapia intensiva pois ambos sao pacientes com coronavirus medicos do hospital,saúde
575,um dos momentos mais impactantes da pandemia para mim foi quando hospitais superlotados comecaram a despachar de trem pacientes em coma para outras regioes da franca onde ainda havia leitos o monde fez um registro fotografico desses traslados,saúde
576,um estudo feito no amazonas apontou fortes efeitos colaterais causados por altas doses de cloroquina para tratamento do coronavirus a pesquisa foi interrompida por questao de seguranca borabrasil bandjornalismo,saúde
577,uma pesquisa de opiniao publica nacional divulgada pelo instituto parana pesquisas indica que a xa0populacao brasileira acredita que o presidente nao xa0esta gerindo a crise do coronavirus de forma adequada o que voce acha euapoiobolsonaro bolsonarotemrazao,localização
578,urgente o presidente americano instruiu sua administracao a suspender o financiamento da oms enquanto os eua investigam a organizacao por grave improbidade e acobertamento da disseminacao do coronavirus atitude corretissima,Político-social
579,veja quais hospitais de campanha foram criados para atender pacientes com coronavirus em,saúde
580,veja as 8h30 no bomdiabrasil o brasil teve o maior numero de mortes pelo novo coronavirus em 24 horas mais de 200 a pandemia fez vitimas em todos os estados em sao paulo o numero de pacientes internados pela covid 19 bateu recorde,saúde
581,vejam que interessante confirmando o que repetimos sem parar estudo israelense sugere que lockdown bloqueio nao afeta ciclo do coronavirus diz presidente da agencia espacial israelense,saúde
582,vitima de covid 19 homem era contra isolamento e nao acreditava em coronavirus expresso am mais um pra conta do mito esse gado foi acreditar no que o mito dele falou e se ferrou,saúde
